,filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
13214,002454.png,Car,630.09686,174.90509,652.14746,193.67804,-1.62,60.21,clone
13215,002454.png,Misc,825.00116,205.34552,929.65826,331.1241,1.18,9.66,clone
10936,002050.png,Car,0.5287445,169.14458,251.29463,366.3971,0.73,9.71,clone
10938,002050.png,Car,75.8701,184.63321,367.6713,285.10767,-2.73,13.74,clone
10940,002050.png,Car,294.44794,166.43321,461.9811,238.50644,-2.88,20.35,clone
10942,002050.png,Cyclist,535.3794,180.4419,551.4984,216.2831,1.63,33.96,clone
10943,002050.png,Car,831.0181,206.35207,1242.0,371.98813,-2.06,5.78,clone
10944,002050.png,Car,878.45044,179.40208,1232.463,304.6946,-0.5,11.82,clone
10945,002050.png,Car,844.54047,186.30635,1101.7542,281.69092,-0.4,13.82,clone
10946,002050.png,Car,800.6135,188.05975,991.5833,263.62836,-0.35,16.36,clone
10947,002050.png,Car,754.2788,186.26892,931.46344,247.37502,-0.4,18.85,clone
10949,002050.png,Car,720.4761,178.8824,853.151,233.61922,-0.3,23.98,clone
10951,002050.png,Car,416.4031,180.88907,512.9482,219.54895,-2.95,33.67,clone
10953,002050.png,Car,634.17224,184.71332,673.0138,212.20187,-1.68,38.79,clone
10955,002050.png,Van,611.9264,173.02649,628.5393,191.46735,-1.59,99.79,clone
14350,002665.png,Car,855.8422,175.60205,948.2432,206.60521,-2.62,40.22,clone
24882,004618.png,Car,382.5044,176.644,490.86853,252.90521,1.78,17.2,clone
24883,004618.png,Misc,644.5426,179.16882,676.6721,215.52072,-1.54,35.31,clone
29240,005374.png,Car,566.8752,179.95328,638.9291,247.98253,-1.56,18.66,clone
29241,005374.png,Car,9.169524,206.12419,174.20793,264.55975,2.21,27.39,clone
29242,005374.png,Car,162.7711,197.85095,245.20671,236.53122,2.1,39.46,clone
29243,005374.png,Car,241.46907,194.94073,314.07312,231.59305,1.96,37.37,clone
19882,003679.png,Car,592.36017,179.27213,618.0057,204.16695,-1.58,48.23,clone
19883,003679.png,Van,325.74057,164.69215,420.43185,234.2833,1.85,28.94,clone
23802,004402.png,Car,185.25583,192.81187,269.73337,228.06137,2.08,35.52,clone
23803,004402.png,Car,349.49777,182.8285,398.73816,208.80705,1.93,49.73,clone
23804,004402.png,Car,433.09833,180.68927,464.84338,199.1254,1.81,62.85,clone
23805,004402.png,Tram,478.23453,155.88315,536.4744,195.33525,1.71,73.0,clone
23806,004402.png,Cyclist,708.1029,168.23291,721.73755,198.89073,-1.71,41.39,clone
8148,001537.png,Car,535.09674,173.65315,557.7305,194.03972,-1.51,62.05,clone
8149,001537.png,Truck,569.0406,159.83937,599.8159,190.57233,-1.6,76.85,clone
8150,001537.png,Car,0.22493704,199.18916,77.099464,250.28523,2.18,27.46,clone
8151,001537.png,Car,153.2056,191.78755,220.26299,218.65802,2.17,54.63,clone
8152,001537.png,Tram,480.83194,156.77141,514.50934,191.20815,-1.47,84.03,clone
36301,006662.png,Car,0.9729628,166.43529,285.87152,319.22104,-2.48,11.06,clone
36302,006662.png,Car,905.9414,144.355,1046.1609,217.25038,-1.98,25.04,clone
36303,006662.png,Car,997.60754,160.12889,1108.516,211.99905,-2.08,26.98,clone
36304,006662.png,Car,160.4172,175.047,401.94052,259.443,-2.72,15.29,clone
36306,006662.png,Car,268.926,159.95798,456.0296,230.91826,-2.81,19.97,clone
36307,006662.png,Car,368.64987,164.39876,500.8402,213.62968,0.34,25.93,clone
36309,006662.png,Car,656.47064,162.93542,744.7291,191.3943,-0.05,39.17,clone
22601,004191.png,Car,552.6878,175.18925,573.2475,193.47076,-1.51,69.47,clone
22602,004191.png,Truck,586.76843,161.00734,614.6963,191.72365,-1.58,76.11,clone
22603,004191.png,Van,184.57098,177.15848,266.5445,218.64958,2.05,47.92,clone
22604,004191.png,Tram,416.55188,146.62671,504.28168,203.25835,-1.37,51.22,clone
13852,002572.png,Car,569.88654,175.02266,623.6952,226.00232,-1.57,25.52,clone
13853,002572.png,Misc,1.1384772,0.0,315.55762,376.0,-0.87,5.57,clone
13854,002572.png,Car,198.70653,193.59103,425.98227,331.80887,-1.23,10.45,clone
13855,002572.png,Car,344.67224,178.90373,408.85907,220.2691,-1.28,27.71,clone
13856,002572.png,Truck,420.92023,81.10736,554.2518,235.08638,-1.45,27.86,clone
13858,002572.png,Car,534.5675,181.10667,564.4257,202.64777,-1.52,44.6,clone
5969,001118.png,Car,124.20018,180.99634,236.18333,221.45375,2.29,36.37,clone
5970,001118.png,Car,328.33224,171.79524,405.53085,205.36566,2.57,44.02,clone
5971,001118.png,Car,274.28265,178.51158,349.09787,205.40974,2.72,50.83,clone
5972,001118.png,Car,461.1101,169.18724,530.7212,194.56737,3.07,52.96,clone
5973,001118.png,Car,922.99615,167.96996,982.0889,189.2477,2.71,59.04,clone
30614,005622.png,Car,0.47430363,188.41624,102.43537,293.0413,-2.98,14.73,clone
30615,005622.png,Car,19.032707,182.3352,263.51306,267.88797,-2.97,16.7,clone
30616,005622.png,Car,346.63855,178.97333,418.25946,223.5976,1.87,27.24,clone
30617,005622.png,Car,386.8577,178.6162,441.78128,212.79366,1.77,32.05,clone
30618,005622.png,Car,420.92957,178.39078,465.99252,206.27174,1.73,37.58,clone
30620,005622.png,Car,652.58734,171.3356,674.835,192.39519,-1.51,53.03,clone
30621,005622.png,Pedestrian,255.24733,179.47237,283.69757,258.35208,3.14,16.69,clone
32435,005954.png,Pedestrian,171.41196,133.89252,264.60773,336.55045,0.45,8.18,clone
23329,004317.png,Car,265.90244,186.3803,338.8419,238.56241,1.75,29.87,clone
23330,004317.png,Van,214.99622,175.25418,286.35876,224.38805,1.9,51.75,clone
23331,004317.png,Car,0.32314017,203.70352,78.06352,230.1228,0.28,51.73,clone
23332,004317.png,Car,771.63715,178.61058,815.8345,203.52766,1.87,43.66,clone
23333,004317.png,Misc,869.1431,171.68668,883.0866,191.01659,1.81,63.52,clone
10770,002014.png,Car,0.0,202.65434,303.13736,367.34988,-0.86,4.9,clone
10771,002014.png,Cyclist,992.6439,146.19336,1030.3306,215.03615,-1.6,21.14,clone
10772,002014.png,Car,1120.2631,148.7945,1224.0,198.82819,-0.59,30.02,clone
10773,002014.png,Car,451.71384,171.74397,509.5648,204.43944,1.25,33.76,clone
10774,002014.png,Misc,323.88907,171.05292,360.03293,216.33629,1.81,32.42,clone
10775,002014.png,Car,129.06241,177.5159,252.1127,235.28232,1.97,26.83,clone
3972,000750.png,Car,542.4277,179.73618,568.4257,200.26212,-1.52,51.71,clone
3973,000750.png,Car,332.12775,185.29622,426.2005,238.9823,-1.27,22.14,clone
3974,000750.png,Car,454.1157,182.18965,533.83344,241.94328,-1.39,21.66,clone
3975,000750.png,Van,585.43085,168.85786,607.35535,196.90782,-1.61,62.22,clone
3976,000750.png,Car,522.40137,176.05276,543.563,192.1722,-1.54,71.03,clone
35252,006472.png,Pedestrian,1065.0582,146.48337,1133.9746,303.33167,-0.68,10.38,clone
20256,003749.png,Car,0.71523833,152.74829,155.20242,373.3359,2.33,5.79,clone
20257,003749.png,Car,257.16153,170.88162,478.4073,306.7404,2.03,10.97,clone
20258,003749.png,Car,884.13983,177.14893,1242.0,372.5215,-2.11,5.92,clone
20259,003749.png,Car,788.72675,178.44946,990.16583,320.05618,-1.77,10.79,clone
20260,003749.png,Car,588.0791,168.60376,688.32855,230.79391,1.92,21.27,clone
20261,003749.png,Car,785.47327,173.88863,877.317,252.78773,-1.54,16.01,clone
20262,003749.png,Van,1025.035,136.85112,1132.4366,199.79855,-2.13,30.33,clone
20263,003749.png,Van,936.73505,142.4417,1041.6093,202.19023,-1.99,30.04,clone
20264,003749.png,Car,662.24347,165.56152,714.7136,199.90099,1.8,35.33,clone
20265,003749.png,Truck,792.30176,136.17636,838.95636,178.58864,-1.45,69.76,clone
17963,003334.png,Car,533.73987,174.81111,633.0625,265.8314,-1.54,14.05,clone
17964,003334.png,Car,571.3317,166.76819,639.2507,237.37515,-1.56,19.71,clone
17965,003334.png,Car,710.9072,171.27713,844.8818,273.07355,-1.78,13.34,clone
17966,003334.png,Car,666.71606,173.82924,751.3094,239.72377,-1.73,19.08,clone
17967,003334.png,Car,643.64923,174.8115,699.7345,220.99959,-1.66,24.74,clone
17968,003334.png,Car,346.28046,178.12608,404.3055,201.47206,0.01,51.2,clone
17969,003334.png,Car,237.69646,181.78545,299.89005,205.1228,0.17,52.19,clone
30171,005544.png,Car,97.825424,163.35378,227.96619,208.45729,2.96,38.05,clone
30173,005544.png,Car,633.2002,168.01811,703.47675,195.99153,2.95,40.46,clone
30174,005544.png,Pedestrian,834.4087,163.8842,847.0887,189.92552,2.85,52.01,clone
30175,005544.png,Car,769.17303,160.88304,808.7762,187.56505,1.28,55.41,clone
30176,005544.png,Car,796.66284,162.02649,840.6382,186.5375,-1.94,57.26,clone
30177,005544.png,Car,835.4518,164.09167,889.0891,184.33643,-2.06,57.92,clone
38255,007029.png,Car,575.91595,179.49889,621.8232,224.94733,-1.55,28.44,clone
38256,007029.png,Car,46.42177,190.39601,274.03485,282.70322,2.11,16.09,clone
38257,007029.png,Car,321.67535,185.67377,407.9345,234.50005,1.88,25.38,clone
38258,007029.png,Car,398.6796,182.92705,453.1845,219.23732,1.82,33.92,clone
38259,007029.png,Car,442.39813,182.04948,481.23865,209.71106,1.73,43.94,clone
38260,007029.png,Car,469.1336,182.74036,498.64774,204.30159,1.75,52.33,clone
32173,005911.png,Car,622.55896,177.53389,670.9065,225.82231,-1.56,26.72,clone
32174,005911.png,Car,282.95953,184.57365,409.09195,245.58958,1.97,20.87,clone
32175,005911.png,Car,424.39157,183.1304,488.5314,221.84639,1.82,30.09,clone
32176,005911.png,Car,474.92133,180.85469,518.27313,211.47781,1.79,38.27,clone
32177,005911.png,Car,509.4376,178.65636,542.7562,203.88533,1.73,47.96,clone
24749,004590.png,Car,571.5879,175.57518,636.0751,237.99652,-1.56,20.34,clone
24750,004590.png,Car,0.0,208.0151,67.84202,291.82193,2.3,23.42,clone
36088,006625.png,Car,911.8695,181.73976,1242.0,372.1833,-2.12,4.98,clone
36089,006625.png,Car,0.6745964,208.06021,242.83286,372.28568,2.2,10.43,clone
36090,006625.png,Car,437.44754,188.2018,489.04446,224.41084,1.76,31.57,clone
36091,006625.png,Car,649.29596,174.032,693.0793,208.06667,-1.65,34.57,clone
36092,006625.png,Car,464.23755,186.61061,507.71567,216.06511,1.75,36.96,clone
36094,006625.png,Car,80.27142,202.72034,163.9699,233.32864,-0.98,46.63,clone
36095,006625.png,Car,136.11331,200.85986,209.62509,233.70044,-1.03,45.31,clone
36096,006625.png,Car,174.55157,197.7456,247.89305,229.6408,-1.07,43.49,clone
36097,006625.png,Car,229.00087,198.49156,295.87372,229.68153,-1.13,42.52,clone
2933,000546.png,Car,1050.74,192.42609,1218.4181,319.74655,-1.5,13.04,clone
16375,003025.png,Car,300.0944,180.2202,443.0956,240.60771,2.21,20.94,clone
16376,003025.png,Car,545.4591,174.23866,679.237,216.94437,2.54,26.29,clone
16377,003025.png,Car,797.43964,161.2622,991.82214,229.92654,-0.41,19.47,clone
10281,001923.png,Pedestrian,372.5672,150.34483,447.3934,310.60196,-2.79,8.78,clone
6106,001143.png,Car,585.648,167.64473,613.543,194.48042,-1.58,47.26,clone
6107,001143.png,Car,0.0,193.60316,208.90562,299.9362,2.14,15.57,clone
6108,001143.png,Car,382.9722,178.69101,439.82294,211.2452,1.81,35.09,clone
4435,000837.png,Car,555.89703,179.5588,611.8355,230.83847,-1.57,25.15,clone
4436,000837.png,Car,0.0,169.7662,368.52045,375.14716,-1.02,6.11,clone
4437,000837.png,Car,225.68594,177.74594,360.16763,253.38551,-1.17,19.94,clone
4438,000837.png,Car,440.4773,177.24994,527.308,246.8829,-1.41,20.39,clone
4439,000837.png,Car,377.40063,182.42279,439.12488,220.0058,-1.32,31.54,clone
4441,000837.png,Car,497.7419,188.04108,539.2753,216.24593,-1.45,33.7,clone
4442,000837.png,Car,525.1378,185.0118,553.5422,206.73373,-1.48,46.18,clone
4444,000837.png,Car,343.56207,180.77403,390.99802,212.14871,-1.27,40.74,clone
33129,006080.png,Car,367.8578,180.50156,488.21426,267.95697,1.79,15.27,clone
33130,006080.png,Car,530.3366,179.34605,563.90015,207.6786,1.67,40.03,clone
33131,006080.png,Car,565.2139,179.05775,583.3869,194.67194,1.63,72.39,clone
33132,006080.png,Car,369.8202,175.57678,403.0126,197.79474,1.88,69.29,clone
33133,006080.png,Car,590.09875,176.98795,632.19965,218.7529,-1.57,30.54,clone
23680,004378.png,Car,598.6635,179.43675,621.6598,200.67546,-1.58,51.92,clone
23681,004378.png,Car,875.93335,210.17561,1242.0,372.29367,-2.18,4.73,clone
23682,004378.png,Car,751.86786,181.99678,1015.0894,349.77847,-1.89,9.14,clone
23683,004378.png,Car,548.46295,181.96985,576.0227,205.08498,1.64,45.24,clone
23684,004378.png,Car,689.01843,181.31342,773.5576,245.30484,-1.75,19.18,clone
23685,004378.png,Car,665.3449,175.63477,734.357,232.57648,-1.72,23.58,clone
23686,004378.png,Car,645.3751,178.9152,682.4206,209.15817,-1.68,37.03,clone
23687,004378.png,Car,354.28845,184.93877,415.91354,205.96805,0.15,58.19,clone
23689,004378.png,Pedestrian,731.4104,166.89505,746.7575,218.77223,-1.74,26.8,clone
34483,006333.png,Cyclist,0.0,170.05437,147.38837,372.6597,2.25,4.44,clone
34484,006333.png,Car,236.86847,185.45332,410.26352,277.26804,1.92,15.9,clone
34485,006333.png,Cyclist,431.16025,167.9109,482.5515,251.59927,1.8,16.72,clone
34486,006333.png,Car,467.97238,178.3108,525.6988,210.16641,1.81,33.73,clone
34487,006333.png,Car,644.6333,169.25047,684.63257,202.61662,-1.57,35.6,clone
36318,006664.png,Car,558.3674,170.3913,583.7889,190.59532,-1.39,57.38,clone
36319,006664.png,Car,574.6423,166.5828,603.4646,191.43954,-1.45,48.6,clone
36320,006664.png,Car,491.52036,170.39824,581.2231,210.60721,-0.96,28.91,clone
36321,006664.png,Car,231.11859,173.91098,398.27982,230.99924,-0.27,23.9,clone
36322,006664.png,Car,332.6789,168.82367,395.84152,200.72763,2.05,40.48,clone
2718,000505.png,Cyclist,644.9538,159.73917,682.36194,245.20918,-1.69,15.75,clone
2719,000505.png,Car,1055.5834,169.34435,1224.0,367.87277,-0.83,7.66,clone
2720,000505.png,Cyclist,510.0963,164.26578,547.26294,214.09102,1.75,25.82,clone
2721,000505.png,Pedestrian,706.9243,158.52264,730.0831,225.8816,-1.75,19.36,clone
2722,000505.png,Car,723.1858,167.95801,857.8918,211.50902,-0.25,24.47,clone
32520,005974.png,Truck,560.48846,102.76306,651.90784,217.66866,-1.56,27.68,clone
32521,005974.png,Car,2.699322,189.73747,111.13709,232.5904,2.2,38.83,clone
37247,006844.png,Car,826.6026,179.50241,1224.078,372.16046,-1.94,6.8,clone
37248,006844.png,Car,39.19529,198.91307,307.18695,341.15372,2.1,12.26,clone
37249,006844.png,Car,449.6523,187.58774,496.52155,221.26172,1.75,33.71,clone
37250,006844.png,Car,647.09705,174.28908,687.6528,206.02855,-1.65,36.79,clone
37251,006844.png,Car,473.53973,186.97754,513.37,214.02011,1.74,39.2,clone
37252,006844.png,Car,109.76231,200.89809,185.37257,230.65279,-1.01,48.49,clone
37253,006844.png,Car,160.0151,198.93922,226.83522,229.33626,-1.05,47.15,clone
37254,006844.png,Car,197.57104,196.67969,267.41302,230.75789,-1.09,45.4,clone
37255,006844.png,Car,251.70464,197.58614,312.63687,229.82669,-1.15,44.43,clone
3060,000572.png,Car,572.5618,173.48367,613.994,211.30238,-1.57,33.29,clone
3061,000572.png,Car,0.19548254,196.36191,107.80761,332.8139,-0.82,12.28,clone
3062,000572.png,Car,163.3909,192.57831,400.91516,316.54218,-1.17,11.34,clone
3063,000572.png,Car,186.05795,184.82565,320.7351,248.68468,-1.13,20.39,clone
3064,000572.png,Car,344.39612,179.74088,452.95123,247.20596,-1.3,19.12,clone
3065,000572.png,Van,351.04126,170.9723,422.759,220.66112,-1.29,29.25,clone
3066,000572.png,Misc,448.2962,156.77312,513.9787,223.8433,-1.4,25.88,clone
3067,000572.png,Van,466.518,154.15993,530.00385,217.16093,-1.43,30.91,clone
3068,000572.png,Car,508.70023,174.80264,544.158,202.4323,-1.48,46.09,clone
3069,000572.png,Van,531.9064,163.74368,559.4008,192.69405,-1.52,70.05,clone
18356,003403.png,Car,133.02005,195.66705,233.03195,234.7073,2.12,32.62,clone
18357,003403.png,Car,329.0641,183.90892,383.32333,212.08858,1.94,46.58,clone
18358,003403.png,Car,422.03876,181.47969,456.96628,202.05429,1.84,59.58,clone
18359,003403.png,Tram,469.92084,155.32326,531.85834,196.75961,1.72,69.62,clone
18360,003403.png,Cyclist,710.6087,169.70543,724.96155,200.44096,-1.71,40.19,clone
21176,003918.png,Car,406.82053,181.14774,498.17496,211.63684,-2.97,38.38,clone
35771,006568.png,Car,886.0491,156.91069,1240.6656,301.0325,2.57,12.22,clone
35772,006568.png,Car,0.108385816,116.96796,158.72327,373.73386,0.78,9.61,clone
35773,006568.png,Car,0.43158892,178.24644,225.8918,308.86057,-2.51,11.32,clone
35774,006568.png,Van,667.0873,134.68314,772.57135,235.88028,-1.71,20.52,clone
35775,006568.png,Car,199.56297,175.05977,425.32358,245.74991,-2.76,17.54,clone
35776,006568.png,Car,317.24652,163.29955,481.87314,228.78795,-2.98,22.16,clone
35777,006568.png,Van,637.69965,149.98335,688.89905,204.34193,-1.66,37.82,clone
35778,006568.png,Car,435.2897,173.18909,509.34918,203.35951,-2.93,37.15,clone
35780,006568.png,Van,491.41415,156.84494,558.2544,192.93576,0.12,59.55,clone
34835,006397.png,Car,92.391884,192.30418,348.65823,274.69556,0.47,17.51,clone
34836,006397.png,Car,472.9833,183.13441,526.8079,203.30005,-2.99,50.94,clone
40236,007415.png,Car,580.82513,174.23302,607.7156,199.91335,-1.57,46.84,clone
40237,007415.png,Van,67.5334,168.30902,264.9376,267.7886,2.06,19.21,clone
40238,007415.png,Car,517.3782,176.16899,558.0075,211.73532,-1.48,34.53,clone
40239,007415.png,Car,404.82846,182.87317,447.40158,209.15302,1.76,43.76,clone
33892,006214.png,Van,443.8278,138.72346,534.74603,216.73328,1.74,27.71,clone
13483,002503.png,Car,426.9853,175.61113,519.38,212.79736,0.15,33.25,clone
13484,002503.png,Car,635.7325,177.25581,675.1947,206.75697,-1.64,35.71,clone
13485,002503.png,Car,644.3762,179.1025,701.3838,221.46378,-1.68,26.56,clone
13486,002503.png,Car,291.4097,178.02702,460.19077,238.77094,0.31,21.0,clone
13487,002503.png,Car,78.34606,186.98035,355.05975,285.3308,-2.65,13.41,clone
13488,002503.png,Car,822.8382,179.63531,1106.7585,280.71503,-0.47,13.2,clone
13489,002503.png,Car,0.19721317,165.31279,178.19656,372.1229,-2.55,11.4,clone
8286,001566.png,Van,359.35992,128.31151,504.7217,243.59666,1.81,19.51,clone
8287,001566.png,Car,484.32538,173.4634,565.34314,216.62178,1.85,27.41,clone
8288,001566.png,Cyclist,631.5367,169.09181,663.75525,203.49893,-3.02,37.2,clone
8812,001661.png,Pedestrian,883.9861,165.03917,918.98596,252.02156,-0.38,15.17,clone
8813,001661.png,Pedestrian,765.21826,166.16862,785.3641,222.0976,-1.81,24.62,clone
11143,002087.png,Car,631.5796,157.79962,717.8256,219.22797,1.33,23.49,clone
11144,002087.png,Car,398.69156,177.12582,461.3851,228.1981,1.67,24.22,clone
11145,002087.png,Car,440.2442,180.94481,479.75262,212.63705,1.66,32.55,clone
38038,006992.png,Car,0.22535159,179.22176,128.95628,371.5488,-2.34,9.17,clone
38039,006992.png,Car,727.4248,187.41193,899.7114,299.01596,-1.87,11.72,clone
38040,006992.png,Car,0.6457547,174.1575,293.75922,320.3683,0.59,10.53,clone
38042,006992.png,Car,215.80487,167.72612,406.1005,252.98235,-2.85,17.11,clone
38043,006992.png,Car,778.90173,181.16315,952.147,241.94823,2.87,19.68,clone
38044,006992.png,Car,703.367,169.94287,828.20105,216.57837,2.9,29.61,clone
38045,006992.png,Car,340.38144,153.72014,475.2132,219.00475,0.26,25.97,clone
38046,006992.png,Van,633.2297,154.42664,678.9099,202.62906,-1.65,38.94,clone
38047,006992.png,Car,411.97125,172.2257,513.32086,204.9092,-2.96,35.29,clone
38049,006992.png,Van,621.9797,156.70033,654.2604,192.3015,-1.62,56.4,clone
38864,007145.png,Car,685.9762,176.9933,811.2021,266.89417,-1.82,15.51,clone
38865,007145.png,Car,347.58502,183.15472,480.89297,234.77937,0.28,22.72,clone
38866,007145.png,Car,393.46994,179.57597,488.0872,216.89336,-2.89,32.27,clone
38867,007145.png,Van,422.29163,171.64525,516.04425,210.82677,-2.98,36.51,clone
38868,007145.png,Car,677.73535,177.03146,750.4774,204.73683,-2.26,40.89,clone
38869,007145.png,Car,611.6383,179.4296,640.9586,198.94177,-1.74,52.66,clone
10208,001910.png,Pedestrian,444.3433,172.18939,486.67502,287.0128,-1.67,10.8,clone
10209,001910.png,Pedestrian,403.32913,172.07585,447.13397,293.4533,-1.54,10.65,clone
10210,001910.png,Pedestrian,714.3416,174.06339,738.1583,243.3155,1.15,17.73,clone
10211,001910.png,Pedestrian,746.7206,167.24043,772.39655,242.67015,1.05,17.61,clone
10212,001910.png,Cyclist,850.0634,175.24202,886.4004,228.256,1.84,21.75,clone
10213,001910.png,Pedestrian,367.96277,166.01859,402.4746,244.99635,0.27,16.16,clone
25350,004706.png,Cyclist,817.0596,162.49113,851.3966,221.90764,-1.84,23.58,clone
25351,004706.png,Car,333.30518,180.82976,393.9725,212.27913,1.95,41.76,clone
13619,002530.png,Car,150.61568,189.2738,346.06744,280.13303,2.03,15.9,clone
13620,002530.png,Car,461.11157,178.1894,609.91626,229.36194,2.44,23.19,clone
13621,002530.png,Car,1174.5068,153.43208,1241.8439,227.06082,-0.78,23.92,clone
19276,003566.png,Car,540.11194,170.74374,710.6453,335.5463,-1.58,8.92,clone
19277,003566.png,Car,355.99655,188.43716,401.93958,210.89998,1.88,51.35,clone
19278,003566.png,Car,308.93192,192.50679,354.30423,214.15195,1.99,51.15,clone
